requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/linked-groups,GET,groups=%5B%7B%22id%22%3A%22865f2c20-5181-47e6-9018-80eae9f6b933%22%2C%22name%22%3A%22To%20Be%20Scheduled%22%2C%22cards%22%3A%5B%7B%22id%22%3A%220bfd1a14-5361-4d6f-b527-04dfb6aee2dd%22%2C%22type%22%3A%22where%22%2C%22content%22%3A%22Ottawa%22%2C%22lat%22%3A,200,g7lkm-1747795534859-a28047ccf011,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,MISS,edge-function,/api/planning-room/[groupId]/linked-groups,unifyplan.vercel.app,unifyplan-j37z5op4v-daniels-projects-ba815d61.vercel.app,dpl_6mzwqXdYndiNGyGU9PsD7ux43Ani,-1,,-1,-1,,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/linked-groups,GET,groups=%5B%7B%22id%22%3A%22865f2c20-5181-47e6-9018-80eae9f6b933%22%2C%22name%22%3A%22To%20Be%20Scheduled%22%2C%22cards%22%3A%5B%7B%22id%22%3A%220bfd1a14-5361-4d6f-b527-04dfb6aee2dd%22%2C%22type%22%3A%22where%22%2C%22content%22%3A%22Ottawa%22%2C%22lat%22%3A,-1,7sfkv-1747795511885-bacbafee459a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,,edge-function,/api/planning-room/[groupId]/linked-groups,unifyplan.vercel.app,unifyplan-j37z5op4v-daniels-projects-ba815d61.vercel.app,dpl_6mzwqXdYndiNGyGU9PsD7ux43Ani,-1,,-1,-1,[API] Fetching linked groups for 865f2c20-5181-47e6-9018-80eae9f6b933,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/linked-groups,GET,groups=%5B%7B%22id%22%3A%22865f2c20-5181-47e6-9018-80eae9f6b933%22%2C%22name%22%3A%22To%20Be%20Scheduled%22%2C%22cards%22%3A%5B%7B%22id%22%3A%220bfd1a14-5361-4d6f-b527-04dfb6aee2dd%22%2C%22type%22%3A%22where%22%2C%22content%22%3A%22Ottawa%22%2C%22lat%22%3A,200,7sfkv-1747795511885-bacbafee459a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,MISS,edge-function,/api/planning-room/[groupId]/linked-groups,unifyplan.vercel.app,unifyplan-j37z5op4v-daniels-projects-ba815d61.vercel.app,dpl_6mzwqXdYndiNGyGU9PsD7ux43Ani,-1,,-1,-1,,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/linked-groups,GET,groups=%5B%7B%22id%22%3A%22865f2c20-5181-47e6-9018-80eae9f6b933%22%2C%22name%22%3A%22To%20Be%20Scheduled%22%2C%22cards%22%3A%5B%7B%22id%22%3A%220bfd1a14-5361-4d6f-b527-04dfb6aee2dd%22%2C%22type%22%3A%22where%22%2C%22content%22%3A%22Ottawa%22%2C%22lat%22%3A,-1,fzm9s-1747795484033-c5a76ca51ef0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,,edge-function,/api/planning-room/[groupId]/linked-groups,unifyplan.vercel.app,unifyplan-j37z5op4v-daniels-projects-ba815d61.vercel.app,dpl_6mzwqXdYndiNGyGU9PsD7ux43Ani,-1,,-1,-1,[API] Fetching linked groups for 865f2c20-5181-47e6-9018-80eae9f6b933,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/linked-groups,GET,groups=%5B%7B%22id%22%3A%22865f2c20-5181-47e6-9018-80eae9f6b933%22%2C%22name%22%3A%22To%20Be%20Scheduled%22%2C%22cards%22%3A%5B%7B%22id%22%3A%220bfd1a14-5361-4d6f-b527-04dfb6aee2dd%22%2C%22type%22%3A%22where%22%2C%22content%22%3A%22Ottawa%22%2C%22lat%22%3A,200,fzm9s-1747795484033-c5a76ca51ef0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,MISS,edge-function,/api/planning-room/[groupId]/linked-groups,unifyplan.vercel.app,unifyplan-j37z5op4v-daniels-projects-ba815d61.vercel.app,dpl_6mzwqXdYndiNGyGU9PsD7ux43Ani,-1,,-1,-1,,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/linked-groups,GET,groups=%5B%7B%22id%22%3A%22865f2c20-5181-47e6-9018-80eae9f6b933%22%2C%22name%22%3A%22To%20Be%20Scheduled%22%2C%22cards%22%3A%5B%7B%22id%22%3A%220bfd1a14-5361-4d6f-b527-04dfb6aee2dd%22%2C%22type%22%3A%22where%22%2C%22content%22%3A%22Ottawa%22%2C%22lat%22%3A,-1,brr2n-1747795483899-e7666ff86810,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,,edge-function,/api/planning-room/[groupId]/linked-groups,unifyplan.vercel.app,unifyplan-j37z5op4v-daniels-projects-ba815d61.vercel.app,dpl_6mzwqXdYndiNGyGU9PsD7ux43Ani,-1,,-1,-1,[API] Fetching linked groups for 865f2c20-5181-47e6-9018-80eae9f6b933,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/linked-groups,GET,groups=%5B%7B%22id%22%3A%22865f2c20-5181-47e6-9018-80eae9f6b933%22%2C%22name%22%3A%22To%20Be%20Scheduled%22%2C%22cards%22%3A%5B%7B%22id%22%3A%220bfd1a14-5361-4d6f-b527-04dfb6aee2dd%22%2C%22type%22%3A%22where%22%2C%22content%22%3A%22Ottawa%22%2C%22lat%22%3A,200,brr2n-1747795483899-e7666ff86810,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,MISS,edge-function,/api/planning-room/[groupId]/linked-groups,unifyplan.vercel.app,unifyplan-j37z5op4v-daniels-projects-ba815d61.vercel.app,dpl_6mzwqXdYndiNGyGU9PsD7ux43Ani,-1,,-1,-1,,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan-git-main-clean-daniels-projects-ba815d61.vercel.app/,OPTIONS,,204,6cp5c-1747795453167-9554b1688147,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,PRERENDER,static,/,unifyplan-git-main-clean-daniels-projects-ba815d61.vercel.app,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,dpl_7HEUdKitqfv9fTHdZ4J8sXGtbMt4,-1,,-1,-1,,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan-git-main-clean-daniels-projects-ba815d61.vercel.app/auth/login,GET,,200,q6lqb-1747795452586-efd7f3576398,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,PRERENDER,static,/auth/login,unifyplan-git-main-clean-daniels-projects-ba815d61.vercel.app,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,dpl_7HEUdKitqfv9fTHdZ4J8sXGtbMt4,-1,,-1,-1,,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan-git-main-clean-daniels-projects-ba815d61.vercel.app/api/me,GET,,-1,q6lqb-1747795452323-2dc27150c85f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,,edge-function,/api/me,unifyplan-git-main-clean-daniels-projects-ba815d61.vercel.app,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,dpl_7HEUdKitqfv9fTHdZ4J8sXGtbMt4,-1,,-1,-1,[API] /api/me - No token found in cookies or headers,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan-git-main-clean-daniels-projects-ba815d61.vercel.app/api/me,GET,,-1,q6lqb-1747795452323-2dc27150c85f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,,edge-function,/api/me,unifyplan-git-main-clean-daniels-projects-ba815d61.vercel.app,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,dpl_7HEUdKitqfv9fTHdZ4J8sXGtbMt4,-1,,-1,-1,[API] /api/me - Raw cookie header: _vercel_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJGSHdTVVhvZHhjTFFIOVdTbzZTdDlzajIiLCJpYXQiOjE3NDc3MjAwMzMsIm93bmVySWQiOiJ0ZWFtX0M4cDBpSHF1MEVFYWkweWhURjlCakJyNCIsImF1ZCI6InVuaWZ5cGxhbi1naXQtbWFpbi1jbGVhbi1kYW5pZWxzLXByb2plY3RzLWJhODE1ZDYxLnZlcmNlbC5hcHAiLCJ1c2VybmFtZSI6ImRjd29ybGQwMDciLCJzdWIiOiJzc28tcHJvdGVjdGlvbiJ9.jpRJEIYJT3DqSWVQ6fETA7OpLKqmQRKERzmStorN5e0; __vercel_toolbar_code=n-toVvsyp65F_Go,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan-git-main-clean-daniels-projects-ba815d61.vercel.app/api/me,GET,,-1,q6lqb-1747795452323-2dc27150c85f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,,edge-function,/api/me,unifyplan-git-main-clean-daniels-projects-ba815d61.vercel.app,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,dpl_7HEUdKitqfv9fTHdZ4J8sXGtbMt4,-1,,-1,-1,[API] /api/me - Cookie token: Missing,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan-git-main-clean-daniels-projects-ba815d61.vercel.app/api/me,GET,,-1,q6lqb-1747795452323-2dc27150c85f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,,edge-function,/api/me,unifyplan-git-main-clean-daniels-projects-ba815d61.vercel.app,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,dpl_7HEUdKitqfv9fTHdZ4J8sXGtbMt4,-1,,-1,-1,"[API] /api/me - All cookies: [{""name"":""_vercel_jwt"",""value"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJGSHdTVVhvZHhjTFFIOVdTbzZTdDlzajIiLCJpYXQiOjE3NDc3MjAwMzMsIm93bmVySWQiOiJ0ZWFtX0M4cDBpSHF1MEVFYWkweWhURjlCakJyNCIsImF1ZCI6InVuaWZ5cGxhbi1naXQtbWFpbi1jbGVhbi1kYW5pZWxzLXByb2plY3RzLWJhODE1ZDYxLnZlcmNlbC5hcHAiLCJ1c2VybmFtZSI6ImRjd29ybGQwMDciLCJzdWIiOiJzc28tcHJvdGVjdGlvbiJ9.jpRJEIYJT3DqSWVQ6fETA7OpLKqmQRKERzmStorN5e0""},{""name"":""__vercel_toolbar_code"",""value"":""n-toVvsyp65F_Go""}]",prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan-git-main-clean-daniels-projects-ba815d61.vercel.app/plans,GET,,200,72qhm-1747795452337-cdccfab4c926,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,PRERENDER,static,/plans,unifyplan-git-main-clean-daniels-projects-ba815d61.vercel.app,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,dpl_7HEUdKitqfv9fTHdZ4J8sXGtbMt4,-1,,-1,-1,,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan-git-main-clean-daniels-projects-ba815d61.vercel.app/api/me,GET,,401,q6lqb-1747795452323-2dc27150c85f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",warning,MISS,edge-function,/api/me,unifyplan-git-main-clean-daniels-projects-ba815d61.vercel.app,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,dpl_7HEUdKitqfv9fTHdZ4J8sXGtbMt4,-1,,-1,-1,,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan-git-main-clean-daniels-projects-ba815d61.vercel.app/,GET,,200,v77b2-1747795452209-c4135610e0a3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,PRERENDER,static,/,unifyplan-git-main-clean-daniels-projects-ba815d61.vercel.app,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,dpl_7HEUdKitqfv9fTHdZ4J8sXGtbMt4,-1,,-1,-1,,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/linked-groups,GET,groups=%5B%7B%22id%22%3A%22865f2c20-5181-47e6-9018-80eae9f6b933%22%2C%22name%22%3A%22To%20Be%20Scheduled%22%2C%22cards%22%3A%5B%7B%22id%22%3A%220bfd1a14-5361-4d6f-b527-04dfb6aee2dd%22%2C%22type%22%3A%22where%22%2C%22content%22%3A%22Ottawa%22%2C%22lat%22%3A,-1,rg4pn-1747795451886-d4e6dbcb1d3a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,,edge-function,/api/planning-room/[groupId]/linked-groups,unifyplan.vercel.app,unifyplan-j37z5op4v-daniels-projects-ba815d61.vercel.app,dpl_6mzwqXdYndiNGyGU9PsD7ux43Ani,-1,,-1,-1,[API] Fetching linked groups for 865f2c20-5181-47e6-9018-80eae9f6b933,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/linked-groups,GET,groups=%5B%7B%22id%22%3A%22865f2c20-5181-47e6-9018-80eae9f6b933%22%2C%22name%22%3A%22To%20Be%20Scheduled%22%2C%22cards%22%3A%5B%7B%22id%22%3A%220bfd1a14-5361-4d6f-b527-04dfb6aee2dd%22%2C%22type%22%3A%22where%22%2C%22content%22%3A%22Ottawa%22%2C%22lat%22%3A,200,rg4pn-1747795451886-d4e6dbcb1d3a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,MISS,edge-function,/api/planning-room/[groupId]/linked-groups,unifyplan.vercel.app,unifyplan-j37z5op4v-daniels-projects-ba815d61.vercel.app,dpl_6mzwqXdYndiNGyGU9PsD7ux43Ani,-1,,-1,-1,,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/linked-groups,GET,groups=%5B%7B%22id%22%3A%22865f2c20-5181-47e6-9018-80eae9f6b933%22%2C%22name%22%3A%22To%20Be%20Scheduled%22%2C%22cards%22%3A%5B%7B%22id%22%3A%220bfd1a14-5361-4d6f-b527-04dfb6aee2dd%22%2C%22type%22%3A%22where%22%2C%22content%22%3A%22Ottawa%22%2C%22lat%22%3A,-1,6v896-1747795424044-f45321ea0289,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,,edge-function,/api/planning-room/[groupId]/linked-groups,unifyplan.vercel.app,unifyplan-j37z5op4v-daniels-projects-ba815d61.vercel.app,dpl_6mzwqXdYndiNGyGU9PsD7ux43Ani,-1,,-1,-1,[API] Fetching linked groups for 865f2c20-5181-47e6-9018-80eae9f6b933,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/linked-groups,GET,groups=%5B%7B%22id%22%3A%22865f2c20-5181-47e6-9018-80eae9f6b933%22%2C%22name%22%3A%22To%20Be%20Scheduled%22%2C%22cards%22%3A%5B%7B%22id%22%3A%220bfd1a14-5361-4d6f-b527-04dfb6aee2dd%22%2C%22type%22%3A%22where%22%2C%22content%22%3A%22Ottawa%22%2C%22lat%22%3A,200,6v896-1747795424044-f45321ea0289,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,MISS,edge-function,/api/planning-room/[groupId]/linked-groups,unifyplan.vercel.app,unifyplan-j37z5op4v-daniels-projects-ba815d61.vercel.app,dpl_6mzwqXdYndiNGyGU9PsD7ux43Ani,-1,,-1,-1,,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/linked-groups,GET,groups=%5B%7B%22id%22%3A%22865f2c20-5181-47e6-9018-80eae9f6b933%22%2C%22name%22%3A%22To%20Be%20Scheduled%22%2C%22cards%22%3A%5B%7B%22id%22%3A%220bfd1a14-5361-4d6f-b527-04dfb6aee2dd%22%2C%22type%22%3A%22where%22%2C%22content%22%3A%22Ottawa%22%2C%22lat%22%3A,-1,s4zd4-1747795423887-f94fd6159e9d,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,,edge-function,/api/planning-room/[groupId]/linked-groups,unifyplan.vercel.app,unifyplan-j37z5op4v-daniels-projects-ba815d61.vercel.app,dpl_6mzwqXdYndiNGyGU9PsD7ux43Ani,-1,,-1,-1,[API] Fetching linked groups for 865f2c20-5181-47e6-9018-80eae9f6b933,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/linked-groups,GET,groups=%5B%7B%22id%22%3A%22865f2c20-5181-47e6-9018-80eae9f6b933%22%2C%22name%22%3A%22To%20Be%20Scheduled%22%2C%22cards%22%3A%5B%7B%22id%22%3A%220bfd1a14-5361-4d6f-b527-04dfb6aee2dd%22%2C%22type%22%3A%22where%22%2C%22content%22%3A%22Ottawa%22%2C%22lat%22%3A,200,s4zd4-1747795423887-f94fd6159e9d,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,MISS,edge-function,/api/planning-room/[groupId]/linked-groups,unifyplan.vercel.app,unifyplan-j37z5op4v-daniels-projects-ba815d61.vercel.app,dpl_6mzwqXdYndiNGyGU9PsD7ux43Ani,-1,,-1,-1,,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/linked-groups,GET,groups=%5B%7B%22id%22%3A%22865f2c20-5181-47e6-9018-80eae9f6b933%22%2C%22name%22%3A%22To%20Be%20Scheduled%22%2C%22cards%22%3A%5B%7B%22id%22%3A%220bfd1a14-5361-4d6f-b527-04dfb6aee2dd%22%2C%22type%22%3A%22where%22%2C%22content%22%3A%22Ottawa%22%2C%22lat%22%3A,-1,jctt8-1747795391895-d32f1aecb413,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,,edge-function,/api/planning-room/[groupId]/linked-groups,unifyplan.vercel.app,unifyplan-j37z5op4v-daniels-projects-ba815d61.vercel.app,dpl_6mzwqXdYndiNGyGU9PsD7ux43Ani,-1,,-1,-1,[API] Fetching linked groups for 865f2c20-5181-47e6-9018-80eae9f6b933,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan.vercel.app/api/planning-room/865f2c20-5181-47e6-9018-80eae9f6b933/linked-groups,GET,groups=%5B%7B%22id%22%3A%22865f2c20-5181-47e6-9018-80eae9f6b933%22%2C%22name%22%3A%22To%20Be%20Scheduled%22%2C%22cards%22%3A%5B%7B%22id%22%3A%220bfd1a14-5361-4d6f-b527-04dfb6aee2dd%22%2C%22type%22%3A%22where%22%2C%22content%22%3A%22Ottawa%22%2C%22lat%22%3A,200,jctt8-1747795391895-d32f1aecb413,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",info,MISS,edge-function,/api/planning-room/[groupId]/linked-groups,unifyplan.vercel.app,unifyplan-j37z5op4v-daniels-projects-ba815d61.vercel.app,dpl_6mzwqXdYndiNGyGU9PsD7ux43Ani,-1,,-1,-1,,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app/api/me,GET,,-1,ml5n9-1747795378036-bb9c5290f118,vercel-screenshot/1.0,info,,edge-function,/api/me,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,dpl_7HEUdKitqfv9fTHdZ4J8sXGtbMt4,-1,,-1,-1,[API] /api/me - No token found in cookies or headers,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app/api/me,GET,,-1,ml5n9-1747795378036-bb9c5290f118,vercel-screenshot/1.0,info,,edge-function,/api/me,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,dpl_7HEUdKitqfv9fTHdZ4J8sXGtbMt4,-1,,-1,-1,[API] /api/me - Raw cookie header: _vercel_jwt=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJwcm90ZWN0aW9uLXN5c3RlbSIsImF1ZCI6InVuaWZ5cGxhbi1naHV4OGg2NGwtZGFuaWVscy1wcm9qZWN0cy1iYTgxNWQ2MS52ZXJjZWwuYXBwIiwiaWF0IjoxNzQ3Nzk1Mzc2LCJleHAiOjE3NDc3OTU0MDZ9.CUWrAJmkPi35uDRgLY3nBQnELkHy4Mgt3XzaWXSM1YI,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app/api/me,GET,,-1,ml5n9-1747795378036-bb9c5290f118,vercel-screenshot/1.0,info,,edge-function,/api/me,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,dpl_7HEUdKitqfv9fTHdZ4J8sXGtbMt4,-1,,-1,-1,[API] /api/me - Cookie token: Missing,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app/api/me,GET,,-1,ml5n9-1747795378036-bb9c5290f118,vercel-screenshot/1.0,info,,edge-function,/api/me,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,dpl_7HEUdKitqfv9fTHdZ4J8sXGtbMt4,-1,,-1,-1,"[API] /api/me - All cookies: [{""name"":""_vercel_jwt"",""value"":""eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJwcm90ZWN0aW9uLXN5c3RlbSIsImF1ZCI6InVuaWZ5cGxhbi1naHV4OGg2NGwtZGFuaWVscy1wcm9qZWN0cy1iYTgxNWQ2MS52ZXJjZWwuYXBwIiwiaWF0IjoxNzQ3Nzk1Mzc2LCJleHAiOjE3NDc3OTU0MDZ9.CUWrAJmkPi35uDRgLY3nBQnELkHy4Mgt3XzaWXSM1YI""}]",prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app/api/me,GET,,-1,jcwhz-1747795378089-8b9b4487c4da,vercel-screenshot/1.0,info,,edge-function,/api/me,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,dpl_7HEUdKitqfv9fTHdZ4J8sXGtbMt4,-1,,-1,-1,[API] /api/me - No token found in cookies or headers,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app/api/me,GET,,-1,jcwhz-1747795378089-8b9b4487c4da,vercel-screenshot/1.0,info,,edge-function,/api/me,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,dpl_7HEUdKitqfv9fTHdZ4J8sXGtbMt4,-1,,-1,-1,[API] /api/me - Raw cookie header: _vercel_jwt=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJwcm90ZWN0aW9uLXN5c3RlbSIsImF1ZCI6InVuaWZ5cGxhbi1naHV4OGg2NGwtZGFuaWVscy1wcm9qZWN0cy1iYTgxNWQ2MS52ZXJjZWwuYXBwIiwiaWF0IjoxNzQ3Nzk1Mzc2LCJleHAiOjE3NDc3OTU0MDZ9.CUWrAJmkPi35uDRgLY3nBQnELkHy4Mgt3XzaWXSM1YI,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app/api/me,GET,,-1,jcwhz-1747795378089-8b9b4487c4da,vercel-screenshot/1.0,info,,edge-function,/api/me,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,unifyplan-ghux8h64l-daniels-projects-ba815d61.vercel.app,dpl_7HEUdKitqfv9fTHdZ4J8sXGtbMt4,-1,,-1,-1,[API] /api/me - Cookie token: Missing,prj_hSXruM6f9V5oXLSLP6A0f1tqANC3,,
